day,sizebin1,sizebin2,sizebin3,sizebin4,sizebin5,sizebin6,,Day 1= December 1st (no specific year- they  are calculated by a model- day 335 is Dec 1 on Camila's set up)
284,0.00022535,0.000118678,0.000617671,0.518075892,4.395016886,7.060867076,,
285,0.000225662,0.000118906,0.000619111,0.515422928,4.361991187,7.02493357,,
286,0.000225834,0.000119045,0.000619991,0.512254997,4.325637614,6.983710419,,
287,0.000225911,0.000119117,0.000620384,0.508628949,4.286426,6.937852934,,
288,0.000225865,0.000119109,0.000620198,0.504484842,4.243600398,6.886008627,,
289,0.000225748,0.000119043,0.000619475,0.499856554,4.197283449,6.828245314,,
290,0.00022565,0.000118969,0.000618435,0.494938342,4.148898476,6.766729114,,
291,0.000225685,0.000118962,0.000617521,0.490117093,4.101447448,6.706267281,,
292,0.000225819,0.000119011,0.000616734,0.485417821,4.054993381,6.646917207,,
293,0.000226023,0.000119103,0.000615994,0.480794362,4.00907749,6.587851774,,
294,0.000226228,0.000119209,0.000615159,0.47616719,3.962924186,6.527658098,,
295,0.000226241,0.000119213,0.000613596,0.471042013,3.912437399,6.459624206,,
296,0.000226133,0.000119146,0.000611426,0.465520949,3.858424428,6.38503093,,
297,0.000225927,0.000119017,0.00060865,0.459624777,3.800958298,6.303864644,,
298,0.00022562,0.000118816,0.000605114,0.453257023,3.739125406,6.214420138,,
299,0.00022542,0.000118669,0.000601583,0.447012926,3.677767714,6.124841779,,
300,0.000225425,0.000118629,0.000598317,0.441105074,3.618555358,6.037815996,,
301,0.000225601,0.000118686,0.000595301,0.435535064,3.561488318,5.953354784,,
302,0.000225892,0.000118822,0.000592507,0.430275758,3.506697207,5.871524995,,
303,0.000226286,0.000119029,0.000589921,0.425233156,3.454277671,5.792357741,,
304,0.000226769,0.0001193,0.000587523,0.420324576,3.404295183,5.71588743,,
305,0.000227271,0.000119605,0.000585243,0.415475481,3.356566723,5.641766272,,
306,0.000227792,0.000119939,0.000583066,0.410671332,3.31108267,5.570048796,,
307,0.000228351,0.000120302,0.000580987,0.405906866,3.267787832,5.500758617,,
308,0.00022892,0.000120678,0.000578953,0.401158445,3.226408476,5.433535969,,
309,0.000229462,0.000121037,0.000576815,0.396330628,3.186045919,5.367008551,,
310,0.000229955,0.000121363,0.0005745,0.391382714,3.146253897,5.300548303,,
311,0.000230407,0.000121654,0.000572004,0.386334327,3.106932862,5.234046211,,
312,0.000230836,0.000121923,0.000569413,0.381327981,3.068543344,5.168076143,,
313,0.000231246,0.000122172,0.000566741,0.376376992,3.031146274,5.102761073,,
314,0.00023168,0.000122422,0.000564114,0.371604769,2.995195711,5.039028531,,
315,0.000232158,0.000122682,0.00056171,0.367045604,2.960745692,4.977146613,,
316,0.000232676,0.000122949,0.00055974,0.362702475,2.927668623,4.917191943,,
317,0.000233212,0.000123217,0.000558267,0.358573965,2.895750698,4.85925709,,
318,0.000233768,0.000123483,0.000557257,0.354651153,2.864784366,4.803321607,,
319,0.000234342,0.000123747,0.000556713,0.350935793,2.834823997,4.749373768,,
320,0.000234918,0.000124002,0.000556574,0.347418086,2.805696711,4.697303674,,
321,0.000235502,0.00012425,0.000556848,0.344099198,2.777441005,4.647120418,,
322,0.00023609,0.000124488,0.000557459,0.340965779,2.749919361,4.598652493,,
323,0.000236669,0.00012471,0.000558396,0.338002604,2.723020151,4.551692628,,
324,0.000237121,0.000124851,0.000559305,0.335021773,2.695236643,4.503730615,,
325,0.00023736,0.000124855,0.000559813,0.331822512,2.665009684,4.452135918,,
326,0.000237412,0.000124728,0.000559851,0.328364161,2.632140489,4.396539999,,
327,0.000237357,0.000124514,0.000559564,0.324729162,2.597402382,4.338162977,,
328,0.000237223,0.000124235,0.000559061,0.320961864,2.561260091,4.277709407,,
329,0.000237167,0.000123968,0.000558594,0.317196285,2.524925091,4.217134695,,
330,0.000237247,0.000123757,0.000558441,0.313569044,2.489555097,4.158308092,,
